,deleted_duplicate_smiles_0
7560,CC1=C2C=CC=CC2=CC=C1
3086,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
7439,OC1=C(Cl)C=C(Cl)C=C1Cl
7825,ClC1=C(Cl)C=CC=C1
7830,OC1=CC=CC=C1Cl
4377,CCCCCCCCCCCCOCCO
7452,CCCCCCOC(=O)C
7712,OC1=C(Cl)C=CC(Cl)=C1Cl
7713,OC1=CC(Cl)=CC(Cl)=C1Cl
4386,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)C
4900,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
4902,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
7847,OC1=CC=C(Cl)C(Cl)=C1
7727,OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl
5428,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C=C1)C(O)=O
7860,ClC1=CC(Cl)=C(Cl)C=C1Cl
7861,OC1=C(Cl)C=C(Cl)C(Cl)=C1
3137,N#CC1=CC2=C(C=CC=C2)C2=C1C=CC=C2
4421,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H](C=C4)[C@@H]3[C@@]1(Cl)C2(Cl)Cl
6346,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
7625,CC1=CC2=CC=CC=C2C=C1
6353,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
5983,[H][C@]1(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO
5990,ClC1=CC(Cl)=C(Cl)C(Cl)=C1
4596,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
7412,ClC1=CC=CC(Cl)=C1Cl
4599,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
760,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C
7551,CCCCCCCCCCCCCCCCCCOCCO
