,deleted_duplicate_smiles_0
7296,C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2
2821,C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1
4613,C1=CC2=CC3=CC=C4C=CC=C5C=CC(=C2C=C1)C3=C45
7560,CC1=C2C=CC=CC2=CC=C1
7561,ClC1=C2C=CC=CC2=CC=C1
3086,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
7439,OC1=C(Cl)C=C(Cl)C=C1Cl
7830,OC1=CC=CC=C1Cl
7712,OC1=C(Cl)C=CC(Cl)=C1Cl
7713,OC1=CC(Cl)=CC(Cl)=C1Cl
7847,OC1=CC=C(Cl)C(Cl)=C1
7727,OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl
7861,OC1=C(Cl)C=C(Cl)C(Cl)=C1
7610,C1=CC2=CC=CC=C2C=C1
5306,C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2
3137,N#CC1=CC2=C(C=CC=C2)C2=C1C=CC=C2
7625,CC1=CC2=CC=CC=C2C=C1
7626,ClC1=CC=C2C=CC=CC2=C1
6353,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
2789,C1=CC=C2C=C3C4=CC=CC=C4C4=CC=CC=C4C3=CC2=C1
5358,BrC1=CC2=C(C=CC=C2)C2=C1C=CC=C2
4976,C1=CC2=CC=C3C=C4C(C=CC5=CC=CC=C45)=CC3=C2C=C1
