,deleted_duplicate_smiles_0
7296,C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2
7041,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
2821,C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1
4613,C1=CC2=CC3=CC=C4C=CC=C5C=CC(=C2C=C1)C3=C45
5382,OC1=CC=CC(Cl)=C1Cl
7301,[Br-].CCCCCCN1C=C[N+](C)=C1
7560,CC1=C2C=CC=CC2=CC=C1
3086,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
7439,OC1=C(Cl)C=C(Cl)C=C1Cl
7830,OC1=CC=CC=C1Cl
5784,[Br-].CCCCCCCCCCCCN1C=C[N+](C)=C1
5785,[Cl-].CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1
7712,OC1=C(Cl)C=CC(Cl)=C1Cl
7713,OC1=CC(Cl)=CC(Cl)=C1Cl
7847,OC1=CC=C(Cl)C(Cl)=C1
552,ClC1=CC=CC=C1
2858,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
4397,[O-]S(=O)(=O)C(F)(F)F.CCCCCCN1C=C[N+](C)=C1
5038,ClC1=CC(Cl)=CC=C1
3503,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
2352,[Cl-].CCCCCCN1C=C[N+](C)=C1
2353,[Cl-].CCCCCCCCCCN1C=C[N+](C)=C1
5428,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C=C1)C(O)=O
7218,CC1=CC=CC(=C1C)[N+]([O-])=O
7727,OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl
7861,OC1=C(Cl)C=C(Cl)C(Cl)=C1
5306,C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2
7610,C1=CC2=CC=CC=C2C=C1
3137,N#CC1=CC2=C(C=CC=C2)C2=C1C=CC=C2
5447,OC1=CC(Cl)=CC=C1Cl
7625,CC1=CC2=CC=CC=C2C=C1
2122,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O
6346,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
4558,CC1=CC=C(N)C(N)=C1
79,O.O.O.O.O.O.[Ni++].[O-]S([O-])(=O)=O
6095,[Cl-].CCCCCCCCN1C=C[N+](C)=C1
6353,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
5715,OC1=CC(Cl)=C(Cl)C(Cl)=C1
6231,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1
7514,CC1=CC(=C(C)C=C1)[N+]([O-])=O
4196,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCCCCCN1C=C[N+](C)=C1
2789,C1=CC=C2C=C3C4=CC=CC=C4C4=CC=CC=C4C3=CC2=C1
4197,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1
6628,[Br-].CCCCCC[N+]1=CC=CC=C1
7525,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
6123,FC1=C(Cl)C=C(C=C1)C(Cl)=O
3692,C[Se]CC[C@H](N)C(O)=O
7533,CC1=CC(C)=C(C=C1)[N+]([O-])=O
4976,C1=CC2=CC=C3C=C4C(C=CC5=CC=CC=C45)=CC3=C2C=C1
4337,CC1=CC=CC(NC2=NC=CC=C2C(O)=O)=C1C
7923,OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O
7925,OC1=CC=C(Cl)C=C1SC1=CC(Cl)=CC=C1O
5494,OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl
7414,OC1=C(Cl)C=CC=C1Cl
3067,F[B-](F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1
1788,[Br-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
