,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.849,0.2392,0.6572,0.3636,0.186,,0.2462,0.2283,0.9332,8,676,35,14
0_1,0.8965,0.2822,0.7886,0.6364,0.25,,0.359,0.3708,0.9318,14,669,42,8
0_2,0.7507,0.0842,0.5489,0.1429,0.0857,,0.1071,0.0766,0.9317,3,679,32,18
0_3,0.8512,0.2521,0.7786,0.619,0.2281,,0.3333,0.3471,0.929,13,667,44,8
0_4,0.7309,0.1622,0.6791,0.4286,0.1525,,0.225,0.2197,0.9153,9,661,50,12
0_5,0.8163,0.1814,0.7597,0.5714,0.2449,,0.3429,0.3469,0.9372,12,674,37,9
0_6,0.7797,0.2196,0.6749,0.4286,0.1385,,0.2093,0.2053,0.9071,9,655,56,12
0_7,0.6893,0.1773,0.6833,0.4286,0.1698,,0.2432,0.2362,0.9235,9,667,44,12
0_8,0.7288,0.297,0.6385,0.3333,0.1489,,0.2059,0.1887,0.9262,7,671,40,14
0_9,0.7934,0.2012,0.712,0.5,0.1692,,0.2529,0.2545,0.9112,11,656,54,11
0_Mean,0.7886,0.2097,0.6921,0.4452,0.1774,,0.2525,0.2474,0.9246,9.5,667.5,43.4,11.8
0_SD,0.0652,0.0629,0.0722,0.148,0.0516,,0.0761,0.0887,0.0102,3.2058973436118907,8.11377429642539,7.9610161272150295,3.084008934992101
Mean,0.7886,0.2096,0.6921,0.4452,0.1774,,0.2525,0.2474,0.9246,9.5,667.5,43.4,11.8
SD,0.0652,0.0629,0.0722,0.148,0.0516,,0.0761,0.0887,0.0102,3.2059,8.1138,7.961,3.084
